  -9.4365294e-02  -1.1140867e-01   9.3454487e-02   5.6520770e-02   2.2269756e-02  -1.2260705e-01   2.4076063e-01  -9.9799832e-03  -9.2586125e-02  -1.1557846e-01   1.2274984e-03  -1.5131798e-01  -7.6928961e-02   7.9236064e-02  -9.3870960e-02   2.3384022e-01   6.0147570e-02  -1.8329418e-01   4.4076870e-02   1.4694466e-01   2.3113508e-01  -1.6601723e-01   2.3330103e-01   7.4908859e-02   2.4954119e-01  -9.1080284e-02  -7.2052823e-02   1.0879982e-02   1.6956539e-01  -5.4414309e-01  -6.5463842e-01   4.4052959e-01   2.3056261e-01  -2.7800884e-01   1.2282901e-01  -6.0804959e-01   1.8966723e-01   4.7600379e-01   1.0689740e-02  -1.8935761e-01  -1.2225011e-01   3.4718152e-02  -2.5067535e-01  -2.3169776e-01  -1.0083513e-01  -2.2593703e-01  -2.2437284e-01   2.5797499e-01   9.5020051e-02   3.0624944e-01   2.9994249e-02  -1.7251907e-03  -1.1129069e-01   1.0840171e-01   8.9378831e-02   9.7106077e-02  -1.1210225e-01  -8.7759114e-02  -1.0862644e-02   2.0711039e-01   1.1239886e-01   1.3961376e-01  -8.0417228e-02  -3.0348433e-02   9.9740930e-02   6.3309287e-02   1.2530593e-03  -1.2221207e-01   2.5600104e-02  -8.5011088e-02
  -4.6221965e-02  -1.4393421e-01   1.2047342e-01   3.9311664e-02   5.4320957e-03  -1.3616437e-01   3.2249257e-01  -2.5718045e-02   5.5730843e-02  -1.0685020e-01  -1.0597104e-01  -1.0492816e-01  -8.7073829e-02   7.4807291e-02  -1.2240726e-01   2.0564648e-01   3.2538660e-02  -1.9210747e-01  -1.0329279e-01   1.9562819e-02   9.9893377e-02   2.3371200e-02   2.9079300e-01   3.5538978e-02   3.6184897e-01  -8.3423550e-02  -1.0239429e-01  -8.1550864e-03   1.1852924e-01  -5.8751009e-01  -5.5233827e-01   4.5196431e-01   2.5230701e-01  -3.0978289e-01   8.2900365e-02  -6.6447725e-01   1.3187465e-01   3.9720391e-01   1.9694287e-02  -2.1740758e-01  -1.4391897e-01  -8.8353650e-04  -2.9742730e-01  -2.1764279e-01  -1.1629181e-01  -2.6617424e-01  -2.1812463e-01   2.6811059e-01   1.2902688e-01   2.7840841e-01   6.6321723e-02   1.0776324e-02  -1.9802640e-01   1.3583246e-01   1.4672341e-01   9.9033833e-02  -1.7724496e-02   5.9889557e-02   3.3296628e-03   2.1483860e-01   7.1600648e-02   1.4104910e-01  -1.1110509e-01   7.3366442e-02   7.7632220e-02   5.9878189e-02  -5.0966923e-02  -1.0544065e-01   1.0698435e-01  -8.1639394e-02
  -1.0482248e-01  -1.9775829e-01   1.4785160e-01  -2.9198751e-02   1.6427938e-01  -7.4025111e-02   4.1027400e-01   9.3154217e-03   8.7844173e-02  -1.4500372e-01  -7.8691277e-02  -1.4300588e-01  -3.8089004e-03  -1.2255310e-02  -3.0069410e-02   1.1293161e-01  -1.1030286e-01  -3.0147313e-01  -2.7066368e-01  -6.1724286e-02  -8.9786564e-02   2.1155098e-01   2.4730935e-01  -7.5885591e-02   4.1514464e-01  -1.2052150e-01   4.9578527e-02   3.0785834e-02   1.9139776e-01  -6.2146458e-01  -3.5685291e-01   3.7414796e-01   1.9412982e-01  -4.3135155e-01   2.3986471e-02  -5.3875982e-01   1.5214164e-01   3.4058216e-01   1.2182760e-02  -2.3753230e-01  -1.2769899e-01   5.1772439e-02  -3.0911198e-01  -1.9634232e-01  -2.5352135e-01  -3.1161251e-01  -2.3410133e-01   3.0519161e-01   1.5671157e-01   2.3444815e-01  -1.5968245e-03   3.9387235e-02  -2.1466594e-01   7.1695801e-02   1.7659234e-01   1.2265138e-01  -5.1145131e-02   1.3706002e-01  -2.1932828e-02   2.0147016e-01   6.6581325e-02   9.0300564e-02  -1.0569785e-01   1.6696820e-01   1.3591702e-03  -3.3531581e-02  -1.0240776e-02  -1.8291548e-01   1.8340381e-02  -6.4586618e-02
  -1.8291443e-01  -1.7062066e-01   1.3826051e-01  -1.5390395e-02   1.4451164e-01  -7.6245616e-02   4.7130122e-01   5.3069735e-02   1.2578540e-01  -8.0322312e-02  -1.1508571e-01  -1.6366859e-01  -8.2488307e-02   3.7218937e-02   2.4006324e-02  -6.2845422e-02  -1.5892045e-01  -3.5790815e-01  -3.4333954e-01  -1.6335064e-01  -2.2577305e-01   3.0577363e-01   2.2334633e-01  -1.2455636e-01   5.6798731e-01  -1.9663933e-01   1.0617689e-01   2.2103604e-02   1.2895743e-01  -5.6996452e-01  -2.5957659e-01   2.0068218e-01   1.6348695e-01  -4.1576580e-01  -2.0545952e-02  -4.0116115e-01   1.2030214e-01   2.8726651e-01  -6.9071979e-02  -1.4851322e-01  -1.5605317e-01   1.2740603e-01  -3.4129262e-01  -9.4486905e-02  -1.7216554e-01  -2.5531122e-01  -2.4297842e-01   2.2382211e-01   1.5871455e-01   1.6485172e-01  -3.0053815e-02   2.3676412e-02  -1.0769239e-01   1.1282563e-01   1.5920016e-01   1.0411119e-01  -1.4770263e-01   1.8399949e-01  -1.0269093e-01   1.7486989e-01  -8.5958363e-03  -5.4857375e-03  -4.6059928e-02   1.5555730e-01   1.3100061e-01  -1.0596541e-01   1.5708172e-02  -2.3059294e-01  -6.1505530e-02  -2.6685379e-02
  -1.2423165e-01  -1.7654258e-01   5.9600629e-02  -8.7405673e-02   1.1943143e-01  -4.6547823e-02   4.0842443e-01   2.1527720e-02   1.7646924e-01  -2.8483135e-02  -5.3363085e-02  -1.4430073e-01  -4.5148121e-02   6.0945432e-02  -1.8858200e-02  -4.3330521e-02  -1.5935522e-01  -3.5606447e-01  -3.9375048e-01  -2.7859391e-01  -3.1680063e-01   3.4516426e-01   2.2446840e-01  -1.3058482e-01   6.4780465e-01  -2.1364728e-01   2.5893829e-01   5.9354235e-02   1.3504917e-01  -6.0855131e-01  -1.0228268e-01   2.8599029e-02   1.5041576e-02  -3.5108294e-01  -2.6321353e-02  -2.8832643e-01   6.7032533e-02   1.4187316e-01  -1.0290057e-01   5.6718952e-03  -2.0113760e-01   1.3676723e-01  -3.5727407e-01  -4.4108781e-02  -1.4586221e-01  -2.2742987e-01  -1.6022643e-01   1.7167571e-01   2.1579366e-01   5.5324815e-02   1.6419928e-02  -6.1429053e-02  -2.2620083e-02   1.3701723e-01   1.7199434e-01   1.3888938e-01  -1.2386337e-01   2.1491266e-01  -1.2019088e-01   2.0326951e-01  -8.1579977e-02  -6.7456385e-02   3.4993488e-02   1.4983131e-01   1.6624705e-01  -2.6448570e-01   2.7559522e-02  -2.0566011e-01  -1.1642935e-02   2.1956037e-02
  -4.8271431e-02  -8.3708227e-02   2.3991931e-03  -3.2764216e-02   8.7688231e-02   6.4225324e-02   4.1304379e-01   3.0661939e-02   1.5248505e-01   7.6710318e-02  -2.8293851e-02  -2.1589984e-01  -7.7160624e-02   6.1770626e-02  -2.2593008e-02  -1.7081156e-01  -2.7895977e-01  -4.2662750e-01  -5.0007569e-01  -2.0986485e-01  -4.4108541e-01   4.0566099e-01   1.3742325e-01  -1.4955850e-01   5.4623231e-01  -2.7469328e-01   4.1830387e-01   2.0433019e-02   8.5174615e-02  -5.2629210e-01  -4.1176226e-02  -1.5491572e-01  -9.4953329e-02  -2.7656817e-01  -2.4451294e-04  -7.8293721e-02  -1.2121478e-01   5.1985225e-03  -1.0759593e-01   1.4224777e-01  -2.1396520e-01   7.6868691e-02  -2.5377580e-01   5.2304447e-02  -1.6164456e-01  -1.4353557e-01  -8.9713975e-02   1.0162573e-01   1.5796084e-01   5.5300801e-02  -1.2657880e-01  -4.6413698e-02   1.4786021e-01   1.6998722e-01   1.4822760e-01   1.0283288e-01  -1.6779364e-01   2.3694369e-01  -2.4873806e-01   2.0652632e-01  -8.7186420e-02  -9.8634515e-02  -1.3567761e-02  -7.0886579e-03   2.3162806e-01  -2.4331264e-01   8.7376974e-02  -1.7758651e-01  -8.2081630e-02   2.9016430e-02
  -4.9524042e-02  -7.7665429e-02   5.9338394e-02   1.6842420e-02   6.2391850e-02   1.3099568e-01   3.8842797e-01   2.0531296e-02   1.0283346e-01   1.6645635e-01   3.5783505e-02  -2.7292132e-01  -3.9452508e-02   1.7595511e-02  -1.0290060e-02  -2.8534667e-01  -3.4219493e-01  -4.1260649e-01  -4.9966514e-01  -2.7126093e-01  -4.6101836e-01   4.1249607e-01   1.3195522e-01  -7.7236272e-02   5.4478865e-01  -3.0393937e-01   4.6048170e-01  -6.4599061e-02   7.2683473e-02  -3.8350524e-01   8.6983433e-02  -3.0757211e-01  -1.3558089e-01  -2.3885526e-01   4.6983872e-02   1.4415128e-01  -1.3978115e-01  -1.5530060e-01  -1.1177129e-01   2.1526511e-01  -2.3178714e-01   1.1077082e-02  -2.3827107e-01   8.8538385e-02  -1.9458584e-01  -3.6258627e-02  -1.2916576e-02  -2.4970043e-03   1.2178815e-01   9.8726040e-02  -1.8583380e-01  -2.7196513e-02   1.8160636e-01   1.6787301e-01   7.8825666e-02   9.9921735e-02  -2.6577759e-01   1.8186088e-01  -3.1260320e-01   1.7667725e-01  -9.7597259e-02  -1.5131012e-01   2.6445929e-02  -1.1086327e-01   2.4554304e-01  -1.5636970e-01   3.2368010e-02  -1.2590645e-01  -1.5987499e-01  -4.5870744e-03
  -2.3346902e-02   5.5783414e-02   4.4369805e-02  -3.8847694e-03  -5.7191945e-03   2.6154350e-01   4.3267669e-01  -4.8842873e-02   4.1262472e-02   1.9674325e-01   2.2982743e-02  -3.1599363e-01   9.4322953e-02  -3.5457272e-02  -1.2462793e-02  -3.7074362e-01  -2.9001823e-01  -3.9702676e-01  -3.5847011e-01  -2.2717668e-01  -4.1851638e-01   2.6413168e-01   2.9379003e-02   1.5480014e-02   3.8990755e-01  -2.3428123e-01   3.4807907e-01  -1.4572217e-01   2.8921623e-02  -2.3206824e-01   2.5038102e-01  -4.0144997e-01  -9.4162089e-02  -1.8188446e-01   1.4484529e-01   3.4430224e-01  -2.4460190e-01  -9.9093176e-02  -1.7906780e-01   2.3798800e-01  -1.9756277e-01   1.2287019e-02  -1.8234056e-01   1.3929326e-01  -2.0864184e-01   8.4395984e-02   1.4098951e-01  -1.0748649e-01   1.6029775e-01   1.8834890e-01  -1.7586814e-01  -1.0226647e-01   2.2030516e-01   2.0925605e-01   2.7748571e-02   7.6185406e-02  -3.1372980e-01   9.9937043e-02  -2.7609566e-01   6.6278591e-02   9.9889136e-03  -1.3276225e-01   5.3854880e-02  -1.5196710e-01   3.0589180e-01  -6.9376731e-02  -9.3138550e-02  -1.8277557e-01  -1.5317670e-01  -2.5478581e-02
  -7.3587960e-02   1.3752180e-01  -2.0671249e-02  -1.3180717e-02  -6.7258512e-02   2.6140862e-01   2.8461387e-01  -7.7561764e-02   5.9415650e-02   2.7411130e-01   3.7081740e-02  -3.0399506e-01   2.2445761e-01  -8.1429933e-02  -1.3496998e-01  -3.5528840e-01  -1.8636522e-01  -3.4741204e-01  -2.9807858e-01  -2.2716264e-01  -3.9267570e-01   1.6767044e-01  -2.0365016e-03   1.0255729e-01   3.5700597e-01  -2.0086595e-01   3.4122578e-01  -2.0160438e-01   3.6937786e-02  -1.5132096e-01   3.9221968e-01  -4.7785544e-01  -1.4598472e-01  -1.2746285e-01   2.2671889e-01   4.4830867e-01  -2.5361870e-01  -1.1983424e-01  -2.5803019e-01   1.4777884e-01  -1.3329883e-01  -2.3661986e-02  -1.1180186e-01   1.4895931e-01  -1.4165023e-01   1.4856583e-01   2.4297208e-01  -2.6755105e-01   1.0107607e-01   1.3494786e-01  -2.0021588e-01  -1.3552991e-01   2.3567674e-01   2.7702580e-01   5.0035321e-02  -1.1287338e-02  -2.5057559e-01  -3.8320260e-02  -2.4777044e-01   1.8261631e-04   1.3160876e-01  -2.6938987e-02   6.3514610e-02  -1.6960450e-01   3.0401636e-01  -1.2940795e-02   4.0361716e-02  -2.0549467e-01  -1.3818427e-01  -2.1444925e-02
  -7.0751581e-02   1.0908534e-01  -1.2983707e-02   1.0726288e-01  -1.6964699e-01   3.6017508e-01   3.4042941e-01  -6.2791551e-02  -1.3002773e-02   2.9427016e-01   1.7591773e-02  -3.8400957e-01   2.8570181e-01   3.0522661e-02  -2.9281799e-01  -2.7720758e-01  -1.6393152e-02  -3.6065659e-01  -1.7996726e-01  -6.9369941e-02  -1.7733923e-01  -2.2540524e-02   1.2215236e-01   8.7265445e-02   1.8171232e-01  -1.6064494e-01   2.0620562e-01  -2.6165134e-01  -4.5617947e-02  -5.8918828e-02   3.4415312e-01  -3.3181427e-01  -3.7381590e-02  -4.8972762e-02   3.5558644e-01   4.2001953e-01  -2.3970366e-01  -3.3155789e-02  -2.9498226e-01   1.1551393e-01  -1.0044532e-01   3.4181262e-02  -2.1874788e-02   1.0144811e-01  -8.7810319e-02   4.3538566e-02   3.7460413e-01  -3.1595765e-01   1.1307893e-02   2.0558770e-01  -1.1328679e-01  -6.5186904e-02   1.2967751e-01   2.7748926e-01   7.7002294e-02  -3.2512765e-02  -2.4459822e-01  -1.4102158e-01  -1.6639221e-01  -6.5154623e-02   1.2461801e-01  -5.8454267e-02   3.2875917e-02  -2.1085518e-01   2.7579971e-01   1.0953343e-01   6.5867316e-02  -1.8331937e-01  -1.8271350e-01  -4.7515962e-02
  -1.5955290e-01   1.1040876e-01  -3.1663817e-04   3.2218305e-02  -1.6735375e-01   4.1730171e-01   3.8979942e-01  -1.4690880e-01  -1.0064239e-01   3.1768430e-01   1.1657908e-01  -3.7833986e-01   3.9762573e-01  -2.4576822e-02  -3.5699091e-01  -2.6209994e-01   9.5460374e-02  -2.7611612e-01  -1.6089542e-01  -1.0539608e-01  -3.0920341e-02  -6.0445331e-02   1.7622290e-01   9.6236275e-02   7.0673184e-04  -1.6015627e-01   2.0935751e-01  -2.9987021e-01  -5.5551974e-02  -4.4063189e-02   3.7189104e-01  -1.9061467e-01  -4.4646524e-03  -3.1560154e-02   4.7141416e-01   2.3403160e-01  -1.0727342e-01   2.4463122e-02  -2.9803437e-01   9.1329770e-02  -8.2526929e-02   1.6637164e-02   3.3674350e-02   8.8192167e-02  -5.8674408e-02  -3.8108840e-02   4.1779320e-01  -3.0741621e-01   1.3224657e-02   2.4422672e-01  -2.6136537e-02  -1.9080953e-02   5.4451028e-03   2.5251712e-01   8.0985842e-02  -9.8849804e-03  -1.8579893e-01  -9.1426053e-02  -6.5466130e-02  -2.1513995e-02   2.3389615e-01  -4.8149172e-02   1.5249214e-01  -8.4117670e-02   2.6052568e-01   4.6927105e-02   8.5787568e-02  -1.0738171e-01  -2.4909869e-01  -6.9336027e-02
